Account Name,License Name,License Creation Date,License Expiry Date,License Class,Attribute Type,Cluster Name,License Type,License Status,Entitled Quantity,Reserved Quantity,Quantity Used by Cluster,Total Quantity Used,Unused Quantity,Cluster UUID,Cluster Tag,Managing PC Name,Managing PC UUID,SW Asset Serial Number,Node Count,Licenses Sales Order,Block Count,Support Start Date,Support Level,Is Invalid License,Product,License Asset Model,License SKU,Reserved Quantity on AWS,Purchased Quantity,Cluster Core Capacity,Cluster Flash Capacity (TiB),Cluster Flash Capacity (TB),Powered-On User VM Count,AOS Version,Last Pulse,PE Cluster Names,PE Cluster UUIDs,Account Type,Account ID,Theater,Region,Sub-Region,License Tag,License Tag (Internal),License File Name,License File Creation Date,Last Sales,Resale,Renewable,Reserved Quantity on Azure,Is Seamlessly Licensed
"Petronas Energy Canada Ltd","LIC-02421496","2023-08-24","2028-08-23","software_only","CORES","CG1PRISM","NCM Starter","Activated","64.00","0.0","64.00","64.00","0.00","d890c827-4e71-44c8-aa87-55b6b64398a2","-","Not Applicable","Not Applicable","23SW000306983",0,"SO-165144",-,"2023-08-24","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",64.0,"0.0","0","0","0","7.3.1","2025-10-23","CG1NTX01","00059c0d-e562-6375-7211-ac1f6b356611","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-12296032","2025-10-08","2025-08-19","For Resale","Renewable","0","FALSE"
"Petronas Energy Canada Ltd","LIC-02433066","2023-11-02","2028-11-01","software_only","CORES","CG2NTX01","NCI Pro","Activated","32.00","0.0","32.00","32.00","0.00","00059c1d-becb-2afa-265f-ac1f6b3586c9","-","CG2PRISM","ea890b67-c919-4ef2-92e7-cbb20d4df250","23SW000315808",9,"SO-167706",7,"2023-11-02","Production",False,"NCI","Not Applicable","SW-NCI-PRO-PR","0",32.0,"336.0","27.93 TiB","30.72 TB","21","6.10.1","2025-10-23","-","-","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-03435632","2023-03-10","2025-08-19","For Resale","Renewable","0","FALSE"
"Petronas Energy Canada Ltd","LIC-02433067","2023-11-02","2028-11-01","software_only","CORES","CG2NTX01","NCI Advanced Replication","Activated","32.00","0.0","32.00","32.00","0.00","00059c1d-becb-2afa-265f-ac1f6b3586c9","-","CG2PRISM","ea890b67-c919-4ef2-92e7-cbb20d4df250","23SW000315809",9,"SO-167706",7,"2023-11-02","Production",False,"NCI Advanced Replication","Not Applicable","SWA-NCI-ADR-PR","0",32.0,"336.0","27.93 TiB","30.72 TB","21","6.10.1","2025-10-23","-","-","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-03435632","2023-03-10","2025-08-19","For Resale","Renewable","0","FALSE"
"Petronas Energy Canada Ltd","LIC-02433068","2023-11-02","2028-11-01","software_only","CORES","CG1PRISM","NCM Starter","Activated","32.00","0.0","32.00","32.00","0.00","d890c827-4e71-44c8-aa87-55b6b64398a2","-","Not Applicable","Not Applicable","23SW000315810",0,"SO-167706",-,"2023-11-02","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",32.0,"0.0","0","0","0","7.3.1","2025-10-23","CG1NTX01","00059c0d-e562-6375-7211-ac1f6b356611","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-12296032","2025-10-08","2025-08-19","For Resale","Renewable","0","FALSE"
"Petronas Energy Canada Ltd","LIC-02433069","2023-11-02","2028-11-01","software_only","CORES","CG1NTX01","NCI Pro","Activated","8.00","0.0","8.00","8.00","0.00","00059c0d-e562-6375-7211-ac1f6b356611","-","CG1PRISM","d890c827-4e71-44c8-aa87-55b6b64398a2","23SW000315811",8,"SO-167706",8,"2023-11-02","Production",False,"NCI","Not Applicable","SW-NCI-PRO-PR","0",8.0,"296.0","0","0","175","6.10.1","2025-10-23","-","-","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-03435618","2023-03-10","2025-08-19","For Resale","Renewable","0","FALSE"
"Petronas Energy Canada Ltd","LIC-02433070","2023-11-02","2028-11-01","software_only","CORES","CG2NTX01","NCI Advanced Replication","Activated","8.00","0.0","8.00","8.00","0.00","00059c1d-becb-2afa-265f-ac1f6b3586c9","-","CG2PRISM","ea890b67-c919-4ef2-92e7-cbb20d4df250","23SW000315812",9,"SO-167706",7,"2023-11-02","Production",False,"NCI Advanced Replication","Not Applicable","SWA-NCI-ADR-PR","0",8.0,"336.0","27.93 TiB","30.72 TB","21","6.10.1","2025-10-23","-","-","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-03435632","2023-03-10","2025-08-19","For Resale","Renewable","0","FALSE"
"Petronas Energy Canada Ltd","LIC-02433071","2023-11-02","2028-11-01","software_only","CORES","CG2PRISM","NCM Starter","Activated","8.00","0.0","8.00","8.00","0.00","ea890b67-c919-4ef2-92e7-cbb20d4df250","-","Not Applicable","Not Applicable","23SW000315813",0,"SO-167706",-,"2023-11-02","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",8.0,"0.0","0","0","0","7.3.1","2025-10-23","CG2NTX01","00059c1d-becb-2afa-265f-ac1f6b3586c9","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-12286162","2025-10-07","2025-08-19","For Resale","Renewable","0","FALSE"
"Petronas Energy Canada Ltd","LIC-02437598","2023-11-30","2028-11-28","software_only","CORES","CG2NTX01","NCI Pro","Activated","320.00","0.0","160.00","320.00","0.00","00059c1d-becb-2afa-265f-ac1f6b3586c9","-","CG2PRISM","ea890b67-c919-4ef2-92e7-cbb20d4df250","23SW000321181",9,"SO-171778",7,"2023-11-29","Production",False,"NCI","Not Applicable","SW-NCI-PRO-PR","0",320.0,"336.0","27.93 TiB","30.72 TB","21","6.10.1","2025-10-23","-","-","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-03435632","2023-03-10","2025-08-19","For Resale","Renewable","0","FALSE"
"Petronas Energy Canada Ltd","LIC-02437598","2023-11-30","2028-11-28","software_only","CORES","CG1NTX03","NCI Pro","Activated","320.00","0.0","48.00","320.00","0.00","0005b867-d944-5ddb-2015-3cecef19ba0d","-","CG1PRISM","d890c827-4e71-44c8-aa87-55b6b64398a2","23SW000321181",4,"SO-171778",4,"2023-11-29","Production",False,"NCI","Not Applicable","SW-NCI-PRO-PR","0",320.0,"80.0","13.96 TiB","15.36 TB","47","6.10.1","2025-10-23","-","-","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-01934778","2022-09-23","2025-08-19","For Resale","Renewable","0","FALSE"
"Petronas Energy Canada Ltd","LIC-02437598","2023-11-30","2028-11-28","software_only","CORES","CG1NTX01","NCI Pro","Activated","320.00","0.0","112.00","320.00","0.00","00059c0d-e562-6375-7211-ac1f6b356611","-","CG1PRISM","d890c827-4e71-44c8-aa87-55b6b64398a2","23SW000321181",8,"SO-171778",8,"2023-11-29","Production",False,"NCI","Not Applicable","SW-NCI-PRO-PR","0",320.0,"296.0","0","0","175","6.10.1","2025-10-23","-","-","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-03435618","2023-03-10","2025-08-19","For Resale","Renewable","0","FALSE"
"Petronas Energy Canada Ltd","LIC-02437599","2023-11-30","2028-11-28","software_only","CORES","CG2PRISM","NCM Starter","Activated","320.00","0.0","120.00","320.00","0.00","ea890b67-c919-4ef2-92e7-cbb20d4df250","-","Not Applicable","Not Applicable","23SW000321182",0,"SO-171778",-,"2023-11-29","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",320.0,"0.0","0","0","0","7.3.1","2025-10-23","CG2NTX01, CG1NTX01","00059c1d-becb-2afa-265f-ac1f6b3586c9, 00059c0d-e562-6375-7211-ac1f6b356611","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-12286162","2025-10-07","2025-08-19","For Resale","Renewable","0","FALSE"
"Petronas Energy Canada Ltd","LIC-02437599","2023-11-30","2028-11-28","software_only","CORES","CG1PRISM","NCM Starter","Activated","320.00","0.0","200.00","320.00","0.00","d890c827-4e71-44c8-aa87-55b6b64398a2","-","Not Applicable","Not Applicable","23SW000321182",0,"SO-171778",-,"2023-11-29","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",320.0,"0.0","0","0","0","7.3.1","2025-10-23","CG2NTX01, CG1NTX01","00059c1d-becb-2afa-265f-ac1f6b3586c9, 00059c0d-e562-6375-7211-ac1f6b356611","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-12296032","2025-10-08","2025-08-19","For Resale","Renewable","0","FALSE"
"Petronas Energy Canada Ltd","LIC-02437600","2023-11-30","2028-11-28","software_only","CORES","CG2NTX01","NCI Advanced Replication","Available","320.00","0.0","56.00","56.00","264.00","00059c1d-becb-2afa-265f-ac1f6b3586c9","-","CG2PRISM","ea890b67-c919-4ef2-92e7-cbb20d4df250","23SW000321183",9,"SO-171778",7,"2023-11-29","Production",False,"NCI Advanced Replication","Not Applicable","SWA-NCI-ADR-PR","0",320.0,"336.0","27.93 TiB","30.72 TB","21","6.10.1","2025-10-23","-","-","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-03435632","2023-03-10","2025-08-19","For Resale","Renewable","0","FALSE"
