Account Name,License Name,License Creation Date,License Expiry Date,License Class,Attribute Type,Cluster Name,License Type,License Status,Entitled Quantity,Reserved Quantity,Quantity Used by Cluster,Total Quantity Used,Unused Quantity,Cluster UUID,Cluster Tag,Managing PC Name,Managing PC UUID,SW Asset Serial Number,Node Count,Licenses Sales Order,Block Count,Support Start Date,Support Level,Is Invalid License,Product,License Asset Model,License SKU,Reserved Quantity on AWS,Purchased Quantity,Cluster Core Capacity,Cluster Flash Capacity (TiB),Cluster Flash Capacity (TB),Powered-On User VM Count,AOS Version,Last Pulse,PE Cluster Names,PE Cluster UUIDs,Account Type,Account ID,Theater,Region,Sub-Region,License Tag,License Tag (Internal),License File Name,License File Creation Date,Last Sales,Resale,Renewable,Reserved Quantity on Azure,Is Seamlessly Licensed
"WhiteCap Resources","LIC-02460325","2024-03-18","2026-04-02","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","8.00","0.0","8.00","8.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338686",0,"SO-130400",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",8.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXE","00061755-a6a5-3a82-390b-043201f0fd0a","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460327","2024-03-18","2026-08-08","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","8.00","0.0","8.00","8.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338694",0,"SO-137998",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",8.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXE","00061755-a6a5-3a82-390b-043201f0fd0a","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460331","2024-03-18","2026-01-05","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","32.00","0.0","32.00","32.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338678",0,"SO-071464",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",32.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXE","00061755-a6a5-3a82-390b-043201f0fd0a","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460332","2024-03-18","2026-01-06","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","32.00","0.0","32.00","32.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338679",0,"SO-097353",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",32.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXE","00061755-a6a5-3a82-390b-043201f0fd0a","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460333","2024-03-18","2026-01-06","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","32.00","0.0","32.00","32.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338680",0,"SO-097353",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",32.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXE","00061755-a6a5-3a82-390b-043201f0fd0a","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460334","2024-03-18","2026-01-06","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","32.00","0.0","32.00","32.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338681",0,"SO-097353",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",32.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXE","00061755-a6a5-3a82-390b-043201f0fd0a","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460335","2024-03-18","2026-04-07","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","10.00","0.0","10.00","10.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338664",0,"SO-062283",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",10.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXF","00061882-393a-e34f-6b7e-3a7c76724c80","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460336","2024-03-18","2026-04-07","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","10.00","0.0","10.00","10.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338665",0,"SO-062283",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",10.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXF","00061882-393a-e34f-6b7e-3a7c76724c80","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460337","2024-03-18","2026-04-07","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","10.00","0.0","10.00","10.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338666",0,"SO-062283",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",10.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXF","00061882-393a-e34f-6b7e-3a7c76724c80","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460338","2024-03-18","2026-04-07","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","10.00","0.0","10.00","10.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338667",0,"SO-062283",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",10.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXF","00061882-393a-e34f-6b7e-3a7c76724c80","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460340","2024-03-18","2026-04-07","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","12.00","0.0","12.00","12.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338661",0,"SO-062283",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",12.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXF","00061882-393a-e34f-6b7e-3a7c76724c80","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460341","2024-03-18","2026-04-07","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","12.00","0.0","12.00","12.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338662",0,"SO-062283",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",12.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXF","00061882-393a-e34f-6b7e-3a7c76724c80","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460343","2024-03-18","2026-04-07","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","8.00","0.0","8.00","8.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338668",0,"SO-062283",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",8.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXF","00061882-393a-e34f-6b7e-3a7c76724c80","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460344","2024-03-18","2026-04-07","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","8.00","0.0","8.00","8.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338669",0,"SO-062283",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",8.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXF","00061882-393a-e34f-6b7e-3a7c76724c80","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460345","2024-03-18","2026-04-07","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","8.00","0.0","8.00","8.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338671",0,"SO-071464",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",8.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXF","00061882-393a-e34f-6b7e-3a7c76724c80","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460346","2024-03-18","2026-12-07","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","12.00","0.0","12.00","12.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338695",0,"SO-137249",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",12.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXF","00061882-393a-e34f-6b7e-3a7c76724c80","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460347","2024-03-18","2026-08-04","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","12.00","0.0","12.00","12.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338691",0,"SO-137495",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",12.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXE","00061755-a6a5-3a82-390b-043201f0fd0a","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460348","2024-03-18","2026-08-08","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","12.00","0.0","12.00","12.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338692",0,"SO-137998",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",12.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXF, WC-CGY-NXE","00061882-393a-e34f-6b7e-3a7c76724c80, 00061755-a6a5-3a82-390b-043201f0fd0a","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460349","2024-03-18","2026-08-08","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","12.00","0.0","12.00","12.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338693",0,"SO-137998",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",12.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXF","00061882-393a-e34f-6b7e-3a7c76724c80","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460350","2024-03-18","2026-12-07","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","12.00","0.0","12.00","12.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338696",0,"SO-137249",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",12.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXF","00061882-393a-e34f-6b7e-3a7c76724c80","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460353","2024-03-18","2026-08-07","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","16.00","0.0","16.00","16.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338698",0,"SO-162951",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",16.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXE","00061755-a6a5-3a82-390b-043201f0fd0a","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460354","2024-03-18","2026-08-08","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","16.00","0.0","16.00","16.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338700",0,"SO-162958",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",16.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXF","00061882-393a-e34f-6b7e-3a7c76724c80","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460355","2024-03-18","2026-12-07","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","12.00","0.0","12.00","12.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338697",0,"SO-137249",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",12.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXF","00061882-393a-e34f-6b7e-3a7c76724c80","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460356","2024-03-18","2026-02-06","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","8.00","0.0","8.00","8.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338688",0,"SO-150385",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",8.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXE","00061755-a6a5-3a82-390b-043201f0fd0a","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460357","2024-03-18","2026-04-07","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","8.00","0.0","8.00","8.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338673",0,"SO-071464",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",8.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXF","00061882-393a-e34f-6b7e-3a7c76724c80","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460358","2024-03-18","2026-08-08","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","12.00","0.0","12.00","12.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338699",0,"SO-162959",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",12.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXF","00061882-393a-e34f-6b7e-3a7c76724c80","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460359","2024-03-18","2026-04-07","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","8.00","0.0","8.00","8.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338672",0,"SO-071464",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",8.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXF","00061882-393a-e34f-6b7e-3a7c76724c80","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460360","2024-03-18","2026-04-07","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","8.00","0.0","8.00","8.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338659",0,"SO-051013",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",8.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXF","00061882-393a-e34f-6b7e-3a7c76724c80","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02460361","2024-03-18","2026-04-07","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Activated","8.00","0.0","8.00","8.00","0.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000338660",0,"SO-062283",-,"2024-03-18","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",8.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXF","00061882-393a-e34f-6b7e-3a7c76724c80","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02467375","2024-05-01","2027-04-29","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Available","256.00","0.0","240.00","240.00","16.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000346045",0,"SO-178893",-,"2024-04-30","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",256.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-FOS-NXA, WC-SUF-NXA, WC-WEY-NXB, WC-WAP-NXA, WC-GPO-NXA, WC-KBP-NXB, WC-GLNNTNX01, WC-CYNNTNX01, WC-RMHNTNX01, WC-KBP-NXA, WC-WCO-NXA, WC-CGY-NXC, WC-CGY-NXB, WC-CGY-NXF","000619ff-ccac-366c-26f0-7cc255e24fc9, 0006181b-b393-4a68-2042-3cecefdb3842, 00060a38-a283-4d16-03fb-72e284297081, 0006051a-66b0-8597-37b6-3cecefd475d3, 0005f539-9244-cb21-751e-3cecefd47569, 0005e716-0b5a-1bf7-1c68-3ceceffe1b50, 0005a0fe-ace6-1f1b-0000-00000002b8a5, 00059f6d-e733-a513-0000-00000002b8cd, 0005902a-f77c-9576-0000-00000002a6eb, 0005e712-d27c-1010-206a-3ceceffd92e0, 0005e702-70d1-2bb6-4683-3ceceffe1d6e, 0005bfe0-8958-715b-6f9b-d4f5ef1b0ce0, 0005bc41-a88b-e6a0-6a7b-9440c9b3e5dc, 00061882-393a-e34f-6b7e-3a7c76724c80","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02467717","2024-05-01","2027-04-29","software_only","USERS","WC-CGY-NXF","EUC Ultimate","Activated","36.00","0.0","36.00","36.00","0.00","00061882-393a-e34f-6b7e-3a7c76724c80","-","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","24SW000346445",8,"SO-178871",8,"2024-04-30","Production",False,"EUC","Not Applicable","SW-EUC-ULT-PR","0",36.0,"512.0","0","0","32","6.10.1","2025-10-23","-","-","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","Not Found","-","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02467718","2024-05-01","2027-04-29","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Available","512.00","0.0","437.00","437.00","75.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000346446",0,"SO-178871",-,"2024-04-30","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",512.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXF, WC-CGY-NXB, WC-KWA-NXA, WC-MUS-NXB","00061882-393a-e34f-6b7e-3a7c76724c80, 0005bc41-a88b-e6a0-6a7b-9440c9b3e5dc, 000581e3-76ec-96d8-0000-000000027cc9, 000631b7-bf0a-7a30-7263-7cc255eaabe0","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02467719","2024-05-01","2027-04-29","software_only","CORES","PRISM.WCAP.CA","NCM Starter","Available","72.00","0.0","15.00","63.00","9.00","8606610f-7ab8-409d-9687-50bedb2cdb1f","-","Not Applicable","Not Applicable","24SW000346447",0,"SO-181898",-,"2024-04-30","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",72.0,"0.0","0","0","0","2024.3.1.7","2025-10-23","WC-CGY-NXD, DR-AWS-NXA","0005e704-225b-e742-16fd-3ceceffe1ca0, 00062138-280a-23fc-d265-1cc0ae5e57ab","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-11696964","2025-07-25","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02467719","2024-05-01","2027-04-29","software_only","CORES","Unnamed","NCM Starter","Available","72.00","0.0","48.00","63.00","9.00","38e2f3f8-03b2-4196-91b1-1b7d7294d6a8","-","Not Applicable","Not Applicable","24SW000346447",0,"SO-181898",-,"2024-04-30","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",72.0,"0.0","0","0","0","2024.3.1","2025-10-23","WC-CGY-NXD, DR-AWS-NXA","0005e704-225b-e742-16fd-3ceceffe1ca0, 00062138-280a-23fc-d265-1cc0ae5e57ab","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-09445280","2024-09-10","2025-08-25","For Resale","Renewable","0","FALSE"
"WhiteCap Resources","LIC-02467720","2024-05-01","2027-04-29","software_only","VM","WC-GLP-NXA","NCI Edge Pro","Activated","22.00","0.0","1.00","22.00","0.00","00063373-2db4-cb89-6a84-7cc255eaac5e","-","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","24SW000346448",3,"SO-181898",3,"2024-04-30","Production",False,"NCI Edge","Not Applicable","SW-NCI-E-PRO-PR","0",22.0,"24.0","0","0","1","6.10.1","2025-10-23","-","-","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","Not Found","-","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02467720","2024-05-01","2027-04-29","software_only","VM","WC-KWA-NXA","NCI Edge Pro","Activated","22.00","0.0","1.00","22.00","0.00","000581e3-76ec-96d8-0000-000000027cc9","-","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","24SW000346448",1,"SO-181898",1,"2024-04-30","Production",False,"NCI Edge","Not Applicable","SW-NCI-E-PRO-PR","0",22.0,"8.0","1.75 TiB","1.92 TB","1","6.10.1","2025-10-23","-","-","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-00123971","2019-06-04","2025-08-25","For Resale","Renewable","0","TRUE"
